name,year,price,bodyPercent,Tanning,Sugar,Acidic
"Domaine Courbis
La Sabarotte Cornas 2019",2019,$79.92,85%;,54.9437%;,10.337%;,55.9986%;
"Jean-Luc Colombo
Syrah Cornas Les Ruchets 2013",2013,$100.33,85%;,50.2869%;,9.1738%;,56.1419%;
"M. Chapoutier
Côte-Rôtie La Mordorée 2016",2016,$367.50,69.3427%;,66.1683%;,5.99777%;,64.7653%;
"M. Chapoutier
Côte-Rôtie La Mordorée 2016",2016,$367.50,69.3427%;,66.1683%;,5.99777%;,64.7653%;
"E. Guigal
Hermitage 2018",2018,$99.99,84.1013%;,68.6774%;,5.78623%;,55.108%;
"M. Chapoutier
Hermitage Monier de la Sizeranne 2018",2018,$183.33,80.8965%;,66.781%;,8.96783%;,54.7082%;
"Domaine Jean-Michel Stéphan
Côte-Rôtie Côteaux de Bassenon 2020",2020,$184,71.3102%;,68.5555%;,9.25551%;,64.9992%;
"Jean-Luc Colombo
Syrah Cornas Les Ruchets 2018",2018,$122.67,85%;,50.2869%;,9.1738%;,56.1419%;
"Dionysos
La Trilougio Cairanne 2021",2021,$35.17,74.2826%;,54.2964%;,6.1749%;,58.7302%;
"Jean-Michel Gerin
La Viallière Côte-Rôtie 2017",2017,$96,71.7089%;,69.5083%;,1.63488%;,63.3173%;
"Paul Jaboulet Aîné
Hermitage 'La Maison Bleue' 2016",2016,$80,85%;,67.9348%;,8.14653%;,56.1344%;
"M. Chapoutier
Côte-Rôtie Les Bécasses 2019",2019,$128.33,70.6343%;,68.0481%;,8.1868%;,65.3146%;
"Rotem & Mounir Saouma
Omnia Châteauneuf-du-Pape 2019",2019,$129.99,78.2383%;,39.6449%;,8.45092%;,45.4603%;
"Château de Saint Cosme
Gigondas Le Claux 2020",2020,$175.99,65.0874%;,53.6339%;,11.3159%;,55.2799%;
"Château de Nalys
Châteauneuf-du-Pape Rouge 2017",2017,$109.99,83.6389%;,38.808%;,9.13121%;,44.7517%;
"Domaine de Châteaumar
Secret de Nos Vignes Châteauneuf-du-Pape 2021",2021,$50,85%;,38.7176%;,7.3472%;,43.4917%;
"Jean Baptiste Souillard
Côteaux de Bassenon Côte-Rôtie 2014",2014,$115.99,70.6743%;,76.8256%;,0px;,68.3553%;
"Domaine Duclaux
Châteauneuf-du-Pape Rouge 2018",2018,$49.99,84.2382%;,37.4045%;,7.42838%;,43.1034%;
"Paul Jaboulet Aîné
Hermitage 'La Maison Bleue' 2015",2015,$74.17,85%;,67.9348%;,8.14653%;,56.1344%;
"Rotem & Mounir Saouma
Omnia Châteauneuf-du-Pape 2018",2018,$129.99,78.2383%;,39.6449%;,8.45092%;,45.4603%;
"Domaine de Beaurenard
Gran Partita Châteauneuf-du-Pape 2015",2015,$160,85%;,43.2131%;,4.31219%;,46.6724%;
"Château de la Font du Loup
Legend Châteauneuf du Pape 2021",2021,$105.99,82.4025%;,41.2375%;,2.5975%;,43.8025%;
"Domaine de Beaurenard
Châteauneuf-du-Pape Boisrenard 2021",2021,$113.50,80.6425%;,40.3792%;,6.12042%;,42.8809%;
"Jean Luc Jamet
Terrasses Côte-Rôtie 2018",2018,$116.50,72.6645%;,66.8653%;,8.64193%;,63.9808%;
"Jean Luc Jamet
Terrasses Côte-Rôtie 2017",2017,$116.50,72.6645%;,66.8653%;,8.64193%;,63.9808%;
"Jean-Luc Colombo
Syrah Cornas Les Ruchets 2011",2011,$149.99,85%;,50.2869%;,9.1738%;,56.1419%;
"Domaine Bois de Boursan
Châteauneuf-du-Pape 2019",2019,$69.99,83.0837%;,45.7257%;,2.22835%;,46.6126%;
"Christophe Semaska
Lancement Côte-Rôtie 2016",2016,$174.95,55.9952%;,76.2937%;,11.4053%;,66.1384%;
"Jean-Michel Gerin
Les Grandes Places Côte-Rôtie 2016",2016,$188.99,73.1031%;,63.6177%;,17.1175%;,63.7115%;
"Pierre Jean Villa
Côte-Rôtie 'Fongeant' 2020",2020,$172.50,76.9016%;,76.1201%;,10.8228%;,66.1043%;
"Pierre Usseglio
Châteauneuf-du-Pape Cuvée de mon Aïeul 2019",2019,$114,85%;,41.0312%;,19.9819%;,43.1994%;
"Château de Saint Cosme
Gigondas Hominis Fides 2021",2021,$160.01,64.3479%;,52.7842%;,7.26797%;,55.355%;
"Domaine de la Janasse
Côtes du Rhône Les Garrigues 2019",2019,$57.75,68.6995%;,50.4609%;,3.48378%;,54.7238%;
"Clos du Mont-Olivet
Châteauneuf-du-Pape La Cuvée du Papet 2016",2016,$163.18,85%;,42.9088%;,17.1178%;,47.2335%;
"Domaine Alain Verset
Cornas 2020",2020,$67.52,83.1789%;,53.9465%;,6.47987%;,57.4998%;
"Clos du Mont-Olivet
Châteauneuf-du-Pape 2018",2018,$78.78,82.5381%;,42.822%;,9.15967%;,45.2899%;
"Clusel-Roch
Côte-Rôtie Champon 2020",2020,$139.40,64.3533%;,82.2603%;,0px;,71.1178%;
"Château de Rouanne
Guerin Vinsobres 2019",2019,$57.38,55%;,48.75%;,17.5%;,48.75%;
"Alain Graillot
La Guiraude Crozes-Hermitage 2020",2020,$83.27,65.097%;,54.1805%;,5.85018%;,48.932%;
"Vidal Fleury
Côte-Rotie Brune Et Blonde 2019",2019,$106.90,71.098%;,69.9155%;,8.40067%;,63.5554%;
"Domaine Chante Cigale
Pi Châteauneuf-du-Pape 2020",2020,$91.80,85%;,51.2952%;,0px;,42.5%;
"Piaugier
Gigondas 2020",2020,$39.38,63.5973%;,50.7662%;,7.19238%;,55.0954%;
"Château de Saint Cosme
Saint Cosme Châteauneuf-du-Pape 2020",2020,$79.89,85%;,44.249%;,8.77257%;,46.298%;
"Stephane Vedeau
J. Boutin Arena Mica Hermitage 2022",2022,$95.66,80.0459%;,61.4245%;,11.5398%;,50.7133%;
"Domaine La Barroche
Châteauneuf-du-Pape 2021",2021,$79.90,85%;,41.948%;,12.8143%;,43.6772%;
"Domaine La Barroche
Châteauneuf-du-Pape 2019",2019,$71.40,85%;,41.948%;,12.8143%;,43.6772%;
"Château de Rouanne
Guerin Vinsobres 2020",2020,$85.51,55%;,48.75%;,17.5%;,48.75%;
"Domaine Philippe et Vincent Jaboulet
Ermitage Rouge 2014",2014,$87.78,83.3351%;,66.7183%;,3.53002%;,52.554%;
"Domaine de la Solitude - Famille Lancon
Gigondas Bellecoste 2021",2021,$51.75,67.4167%;,54.5%;,5.30556%;,51.6667%;
"Francois Villard
Côte-Rôtie Le Gallet Blanc 2021",2021,$110.50,74.9826%;,65.8136%;,6.67641%;,63.3228%;
"Vincent Paris
Cornas 'La Geynale' 2022",2022,$101.28,85%;,54.203%;,4.99856%;,55.3692%;
"Piedlong
Châteauneuf-du-Pape 2021",2021,$86.65,81.4463%;,38.9791%;,8.04807%;,46.2366%;
"Domaine Saint Préfert
Châteauneuf-du-Pape 2020",2020,$117.30,81.8076%;,38.5892%;,4.90058%;,44.5489%;
"Coursodon
Saint-Joseph L'Olivaie 2022",2022,$73.14,77.1004%;,48.3508%;,15.0274%;,51.0712%;
"Château de Saint Cosme
Gigondas 2020",2020,$68.63,66.5193%;,51.9377%;,8.9478%;,54.402%;
"Domaine Saint Préfert
Châteauneuf-du-Pape 2021",2021,$110.50,81.8076%;,38.5892%;,4.90058%;,44.5489%;
"Domaine Giraud
Les Gallimardes Châteauneuf-du-Pape 2020",2020,$114.94,85%;,43.2157%;,21.0172%;,41.7978%;
"Domaine Santa Duc
Châteauneuf du Pape 'Les Saintes Vierges' 2019",2019,$74.94,76.7048%;,40.009%;,1.6052%;,52.9152%;
"Domaine Courbis
La Cotte Sud Saint-Joseph 2020",2020,$49.94,74.9688%;,54.6146%;,14.6997%;,54.158%;
"Domaine Courbis
Champelrose Cornas 2020",2020,$49.94,85%;,50.4691%;,10.7152%;,54.6165%;
"Domaine Giraud
Les Gallimardes Châteauneuf-du-Pape 2019",2019,$109.94,85%;,43.2157%;,21.0172%;,41.7978%;
"Domaine de Cristia
Châteauneuf-du-Pape 2019",2019,$39.94,84.4997%;,36.4305%;,11.1647%;,42.4457%;
"Château Sixtine
Châteauneuf-du-Pape 2020",2020,$49.94,85%;,40.1639%;,12.4682%;,45.3162%;
"Domaine Monier Perréol
Terre Blanche Saint-Joseph 2021",2021,$69.94,76.462%;,52.1934%;,3.49029%;,54.8139%;
"Domaine Garon
Les Triotes Côte-Rôtie 2018",2018,$59.94,73.0906%;,67.4905%;,8.5763%;,64.9008%;
"Paul Jaboulet Aîné
Hermitage 'La Maison Bleue' 2020",2020,$59.94,85%;,67.9348%;,8.14653%;,56.1344%;
"Domaine Courbis
Saint-Joseph Les Royes Rouge 2020",2020,$49.94,74.735%;,46.4338%;,13.4622%;,53.3165%;
"Domaine Courbis
Les Eygats Cornas 2020",2020,$69.94,80.9376%;,53.3733%;,6.48109%;,57.1392%;
"Domaine Lionnet
Terre Brûlée Cornas 2020",2020,$67.94,85%;,53.7309%;,7.67763%;,56.3706%;
"Domaine Santa Duc
La Crau Ouest Châteauneuf-du-Pape 2019",2019,$132.99,79.8406%;,44.3005%;,6.00896%;,49.384%;
"Château de Saint Cosme
Saint Cosme Saint Joseph 2019",2019,$41.99,76.7051%;,50.6861%;,5.50057%;,55.5354%;
"Château Fortia
Tradition Châteauneuf-du-Pape 2019",2019,$44.99,83.4337%;,36.5383%;,7.27858%;,44.7792%;
"Domaine Santa Duc
Gigondas Les Hautes Garrigues 2020",2020,$84.99,66.7042%;,49.9484%;,10.4193%;,55.9595%;
"Le Vieux Donjon
Châteauneuf-du-Pape 2021",2021,$69.99,83.7684%;,40.0149%;,10.5809%;,43.9631%;
"Domaine Santa Duc
La Crau Ouest Châteauneuf-du-Pape 2017",2017,$99.99,79.8406%;,44.3005%;,6.00896%;,49.384%;
"Château de Saint Cosme
Saint Cosme Châteauneuf-du-Pape 2019",2019,$64.99,79.8406%;,44.3005%;,6.00896%;,49.384%;
"Château de Nalys
Saintes Pierres de Nalys Châteauneuf-du-Pape Rouge 2018",2018,$59.99,82.5473%;,41.01%;,10.4231%;,48.5808%;
"Domaine de la Solitude - Famille Lancon
Châteauneuf-du-Pape 2022",2022,$49.99,80.7265%;,37.2329%;,7.72286%;,43.6808%;
"Château de Saint Cosme
Gigondas 2019",2019,$58.99,66.5193%;,51.9377%;,8.9478%;,54.402%;
"Domaine de la Vieille Julienne
Les Hauts-Lieux Châteauneuf-du-Pape 2020",2020,$87.99,85%;,46.8189%;,4.278%;,47.0773%;
"Famille Perrin
Gigondas La Gille 2019",2019,$40.99,63.346%;,47.8225%;,7.1108%;,52.8731%;
"Domaine de la Vieille Julienne
Les Trois Sources Châteauneuf-du-Pape 2020",2020,$75,83.1935%;,46.796%;,11.503%;,46.6067%;
"Paul Jaboulet Aîné
Hermitage 'La Maison Bleue' 2019",2019,$76.70,85%;,67.9348%;,8.14653%;,56.1344%;
"Pierre Usseglio
Châteauneuf-du-Pape 2020",2020,$58.95,84.5346%;,39.5271%;,9.93002%;,44.4859%;
"Domaine de La Chapelle
Hermitage La Chapelle Rouge 2018",2018,$223.02,83.1154%;,67.4268%;,9.73907%;,54.61%;
"Domaine Santa Duc
Gigondas Aux Lieux-Dits 2020",2020,$47.15,63.7691%;,51.7327%;,6.45856%;,54.5654%;
"Clos du Caillou
La Réserve Châteauneuf-du-Pape 2017",2017,$200.55,82.9909%;,40.5243%;,18.2929%;,42.0424%;
"Bernard Burgaud
Côte-Rôtie 2020",2020,$53.05,70.9512%;,64.152%;,6.54445%;,63.6708%;
"Auguste Clape
Renaissance Cornas 2019",2019,$116.82,83.1458%;,52.7518%;,6.52017%;,56.8761%;
"Vincent Paris
Granit 60 Vieilles Vignes Cornas 2019",2019,$70.75,85%;,54.4831%;,8.61868%;,54.9741%;
"E. Guigal
Côte-Rôtie Brune & Blonde de Guigal 2019",2019,$94.35,73.3237%;,66.2092%;,5.10272%;,64.4942%;
"Vincent Paris
Cornas 'La Geynale' 2021",2021,$82.55,85%;,54.203%;,4.99856%;,55.3692%;
"Jean-Luc Colombo
Syrah Cornas Terres Brûlées 2018",2018,$68.95,84.6498%;,51.5233%;,9.60499%;,55.4989%;
"Bernard Gripa
Saint-Joseph Rouge 2020",2020,$49.99,70.967%;,49.4639%;,7.23338%;,54.7372%;
"Brotte
Châteauneuf-du-Pape Domaine Barville Rouge 2021",2021,$42.98,85%;,38.9886%;,4.92365%;,44.3495%;
"Domaine de la Charbonnière
Châteauneuf-du-Pape 2020",2020,$51.44,85%;,40.024%;,10.5804%;,44.3628%;
"Bosquet des Papes
Châteauneuf-du-Pape (Cuvée Tradition) 2021",2021,$52.49,85%;,40.9902%;,5.02526%;,45.4807%;
"Domaine du Tunnel
Vin Noir Cornas 2020",2020,$104.99,85%;,53.3501%;,12.7967%;,55.3863%;
"Berthet-Rayne
Cuvée Cadiac Châteauneuf-du-Pape 2017",2017,$69.29,76.0596%;,44.6026%;,25.8973%;,39.8427%;
"St Patrice
Vieilles Vignes Châteauneuf-du-Pape 2016",2016,$89.24,82.983%;,38.017%;,15.6358%;,41.2173%;
"Xavier Vignon
Châteauneuf-du-Pape 2019",2019,$57.74,84.7149%;,41.1917%;,5.87969%;,46.3796%;
"Maison Denuziere
Cornas 2018",2018,$61.94,78.4981%;,54.8404%;,3.86347%;,58.1484%;
"Domaine de l'Arnesque
Côtes du Rhône Villages 'Plan de Dieu' 2019",2019,$19.94,64.7145%;,52.3936%;,19.5621%;,55.8927%;
"Château Gigognan
Bois des Moines Côtes du Rhône Villages 2017",2017,$24.14,70.0638%;,46.6623%;,2.11016%;,55.8395%;
"Boutinot
La Côte Sauvage Cairanne 2019",2019,$28.34,65.9543%;,42.9339%;,8.78048%;,50.9526%;
"Domaine de Saje
Châteauneuf-du-Pape Rouge 2020",2020,$32.54,85%;,33.3252%;,0px;,41.0622%;
"Domaine du Tunnel
Cornas 2020",2020,$174.29,82.8837%;,48.3079%;,9.9885%;,54.2324%;
"Château Fortia
Cuvée Du Baron Châteauneuf-du-Pape 2020",2020,$45.14,85%;,37.9372%;,6.89171%;,42.9733%;
"Berthet-Rayne
Châteauneuf-du-Pape Rouge 2020",2020,$46.19,84.947%;,38.2025%;,5.49968%;,43.0806%;
"Domaine Faury
Côte-Rôtie 2020",2020,$73.49,74.9282%;,67.2886%;,0px;,61.4807%;
"Yves Cuilleron
Cornas Le Village 2020",2020,$148.04,80.1973%;,48.6438%;,10.661%;,57.2548%;
"André Brunel
Châteauneuf-du-Pape 2020",2020,$68.24,84.3561%;,37.44%;,15.3277%;,42.4315%;
"Alain Jaume
Domaine Grand Veneur Châteauneuf-Du-Pape Les Origines 2020",2020,$62.95,85%;,42.4578%;,12.004%;,42.878%;
"André Brunel
Les Cailloux Châteauneuf-du-Pape 2020",2020,$66.14,83.6445%;,40.2005%;,9.45792%;,44.9477%;
"Clos du Caillou
Châteauneuf-du-Pape Les Safres 2020",2020,$71.39,85%;,39.8505%;,16.6391%;,45.3418%;
"Bernard Magrez
Châteauneuf-du-Pape Rouge 2021",2021,$34.64,85%;,43.2744%;,8.10526%;,44.1429%;
"Château de Saint Cosme
Saint Cosme Châteauneuf-du-Pape 2021",2021,$71.39,85%;,44.249%;,8.77257%;,46.298%;
"Berthet-Rayne
Châteauneuf-du-Pape Rouge 2021",2021,$56.69,84.947%;,38.2025%;,5.49968%;,43.0806%;
"Brotte
Châteauneuf-du-Pape Les Hauts de Barville Rouge 2019",2019,$39.89,84.4089%;,37.4792%;,4.68298%;,44.6368%;
"Château de Nalys
Saintes Pierres de Nalys Châteauneuf-du-Pape Rouge 2019",2019,$69.29,82.5473%;,41.01%;,10.4231%;,48.5808%;
"Domaine du Tunnel
Saint-Joseph 2019",2019,$133.34,74.609%;,48.2865%;,9.77233%;,55.3515%;
"Yves Cuilleron
Saint-Joseph Cavanos 2020",2020,$93.44,72.3132%;,47.7419%;,4.31044%;,57.9064%;
"Brotte
Châteauneuf-du-Pape Domaine Barville Rouge 2019",2019,$39.89,85%;,38.9886%;,4.92365%;,44.3495%;
"Franck Balthazar
Cornas 'Chaillot' 2020",2020,$162.74,84.7431%;,51.7994%;,7.52431%;,55.6347%;
"Franck Balthazar
Cornas Cuvée Casimir Balthazar 2020",2020,$109.19,85%;,52.4563%;,6.01294%;,53.479%;
"Piaugier
Gigondas 2019",2019,$45.14,63.5973%;,50.7662%;,7.19238%;,55.0954%;
"Alain Jaume
Domaine Grand Veneur Châteauneuf-du-Pape 'Le Miocène' 2021",2021,$49.34,81.9451%;,42.5114%;,9.01717%;,45.0232%;
"Yves Cuilleron
Côte-Rôtie Madinière 2020",2020,$98.69,69.5897%;,64.1831%;,5.76412%;,66.1531%;
"Domaine de la Solitude - Famille Lancon
Châteauneuf-du-Pape 2021",2021,$49.95,80.7265%;,37.2329%;,7.72286%;,43.6808%;
"Domaine du Tunnel
Vin Noir Cornas 2019",2019,$100.79,85%;,53.3501%;,12.7967%;,55.3863%;
"E. Guigal
Côte-Rôtie Brune & Blonde de Guigal 2020",2020,$104.99,73.3237%;,66.2092%;,5.10272%;,64.4942%;
"E. Guigal
Hermitage 2020",2020,$104.99,84.1013%;,68.6774%;,5.78623%;,55.108%;
"Domaine de la Janasse
Châteauneuf-du-Pape Vieilles Vignes 2021",2021,$115.49,85%;,42.0881%;,17.4804%;,44.0526%;
"Domaine de la Mordorée
La Dame Voyageuse Châteauneuf-du-Pape 2021",2021,$94.99,82.1956%;,42.2083%;,17.1337%;,47.3649%;
"Domaine de Beaurenard
Châteauneuf-du-Pape Boisrenard 2020",2020,$122.39,80.6425%;,40.3792%;,6.12042%;,42.8809%;
"Domaine Saint Préfert
Réserve Auguste Favier Châteauneuf-du-Pape 2019",2019,$83.63,83.7972%;,40.2814%;,14.6406%;,42.8996%;
"Domaine de Beaurenard
Châteauneuf-du-Pape 2019",2019,$71.39,84.5972%;,41.9308%;,6.78568%;,44.479%;
"Domaine Saint Préfert
Domaine Isabel Ferrando Colombis Châteauneuf-du-Pape 2019",2019,$168.29,84.802%;,43.3389%;,15.1412%;,46.4238%;
"Jean Baptiste Souillard
Cornas Saint-Pierre 2015",2015,$109.99,85%;,55.2908%;,9.79386%;,51.864%;
"Château de la Font du Loup
Chateauneuf-du-Pape Rouge 2022",2022,$59.99,81.5186%;,39.7631%;,6.94953%;,46.7445%;
"Marc Sorrel
Hermitage 2015",2015,$239.99,77.8998%;,67.4108%;,9.43113%;,54.6822%;
"Colline Saint-Jean
Vacqueyras 2015",2015,$64.99,69.408%;,47.8028%;,7.47059%;,52.9951%;
"Domaine du Colombier
Hermitage Rouge 2010",2010,$179.99,85%;,69.0596%;,10.9242%;,52.8832%;
"Domaine du Tunnel
Cornas 2016",2016,$89.99,82.8837%;,48.3079%;,9.9885%;,54.2324%;
"Paul Autard
Châteauneuf-du-Pape 1994",1994,$78.99,85%;,39.3746%;,6.73618%;,45.5976%;
"Château de la Font du Loup
Les Demoiselles de la Font du Loup Chateauneuf du Pape 2022",2022,$49.99,66.9714%;,43.8954%;,5.08376%;,55.8032%;
"Domaine du Tunnel
Cornas 2019",2019,$89.99,82.8837%;,48.3079%;,9.9885%;,54.2324%;
"Pegau
Cuvée Réservée Châteauneuf-du-Pape Rouge 2021",2021,$89.99,85%;,42.4106%;,12.0861%;,44.4954%;
"La Bastide Saint Dominique
Châteauneuf du Pape Rouge 2019",2019,$63.24,85%;,38.7507%;,3.25057%;,43.2383%;
"Olivier & Lafont
Gigondas 2019",2019,$24.99,67.3886%;,43.1706%;,11.2304%;,55.8025%;
"Bosquet des Papes
Châteauneuf-du-Pape (Cuvée Tradition) 2020",2020,$99.99,85%;,40.9902%;,5.02526%;,45.4807%;
"Château de Saint Cosme
Gigondas 2021",2021,$49.99,66.5193%;,51.9377%;,8.9478%;,54.402%;
"Château de Saint Cosme
Saint Cosme Saint Joseph 2020",2020,$42.99,76.7051%;,50.6861%;,5.50057%;,55.5354%;
"Lavau
Châteauneuf-du-Pape 2019",2019,$49.44,85%;,44.6446%;,9.27797%;,46.0302%;
"André Brunel
Les Cailloux Cuvée Centenaire Châteauneuf-du-Pape 2019",2019,$299,81.3608%;,40.7594%;,17.7157%;,44.0232%;
"Château de Beaucastel
Châteauneuf-du-Pape 2021",2021,$109.95,83.2174%;,39.8547%;,10.6892%;,45.0798%;
"Delas
Haute Pierre Châteauneuf-du-Pape 2019",2019,$58.95,83.8763%;,40.4701%;,7.06119%;,46.5973%;
"E. Guigal
Château d'Ampuis Côte-Rôtie 2016",2016,$317,73.0045%;,66.6602%;,9.70693%;,64.9365%;
"Famille Perrin
Châteauneuf-du-Pape Les Sinards Rouge 2020",2020,$56.97,83.866%;,37.5741%;,7.69015%;,43.9064%;
"Domaine Charité
La Fleur de Capucine Châteauneuf-du-Pape 2018",2018,$56.99,85%;,41.9038%;,5.77492%;,38.2405%;
"Jean-Luc Colombo
Châteauneuf-du-Pape Les Bartavelles 2016",2016,$58.33,85%;,38.9989%;,5.15845%;,45.1588%;
"Rotem & Mounir Saouma
Amph III Crau Châteauneuf-du-Pape 2021",2021,$199.99,67.8623%;,46.4855%;,0px;,48.5072%;
"Domaine Philippe et Vincent Jaboulet
Ermitage Rouge 2011",2011,$119.99,83.3351%;,66.7183%;,3.53002%;,52.554%;
"Rotem & Mounir Saouma
Omnia Châteauneuf-du-Pape 2020",2020,$129.99,78.2383%;,39.6449%;,8.45092%;,45.4603%;
"Domaine du Père Caboche
Vieilles Vignes Elisabeth Chambellan Châteauneuf-du-Pape 2022",2022,$33.33,85%;,38.432%;,5.60246%;,45.4159%;
"Domaine du Coulet - Matthieu Barret
Brise Cailloux Cornas 2020",2020,$72,85%;,51.88%;,8.80976%;,56.6946%;
"Domaine du Vieux Télégraphe
Télégramme Châteauneuf-du-Pape 2021",2021,$57.65,82.0464%;,40.35%;,5.56647%;,47.0839%;
"Château de Nalys
Châteauneuf-du-Pape Rouge 2019",2019,$129.99,83.6389%;,38.808%;,9.13121%;,44.7517%;
"Rotem & Mounir Saouma
Amph III Crau Châteauneuf-du-Pape 2020",2020,$199.99,67.8623%;,46.4855%;,0px;,48.5072%;
"Rotem & Mounir Saouma
Amph III Crau Châteauneuf-du-Pape 2019",2019,$199.99,67.8623%;,46.4855%;,0px;,48.5072%;
"Domaine de la Solitude - Famille Lancon
Châteauneuf-du-Pape Cuvée Barberini 2017",2017,$129.99,85%;,39.0621%;,17.1404%;,43.2967%;
"Domaine du Coulet - Matthieu Barret
Billes Noires Cornas 2017",2017,$126.33,81.7929%;,50.0895%;,6.23008%;,55.3483%;
"Domaine Faury
Emporium Côte-Rôtie 2019",2019,$111.99,73.2766%;,61.0312%;,18.6375%;,59.0922%;
"Cave de Tain
Arènes Sauvages Cornas Rouge 2017",2017,$107.99,85%;,49.0214%;,4.19192%;,55.1491%;
"Jean-Luc Colombo
Syrah Cornas Les Ruchets 2016",2016,$122.67,85%;,50.2869%;,9.1738%;,56.1419%;
"Domaine Jean-Michel Stéphan
Côte-Rôtie Côteaux de Tupin 2020",2020,$184,76.8288%;,69.2749%;,10.9426%;,65.1175%;
"Domaine Garon
Jardins de Rome Syrah de Seyssuel 2020",2020,$54.99,63.5735%;,58.9523%;,0px;,62.708%;
"Piedlong
Châteauneuf-du-Pape 2020",2020,$79.99,81.4463%;,38.9791%;,8.04807%;,46.2366%;
"Château Mont-Redon
Châteauneuf-du-Pape 2019",2019,$47.85,85%;,38.4515%;,6.41407%;,43.9535%;
"Biscarelle
Châteauneuf-du-Pape 2019",2019,$49.99,85%;,48.4951%;,5.45%;,49.2004%;
"Comte de Lauze
Châteauneuf-du-Pape Rouge 2017",2017,$39.99,84.3183%;,43.4028%;,7.24818%;,47.5717%;
"Rotem & Mounir Saouma
Amph III Crau Châteauneuf-du-Pape 2017",2017,$279.99,67.8623%;,46.4855%;,0px;,48.5072%;
"Jean-Luc Colombo
Syrah Cornas La Louvée 2012",2012,$248,75.0205%;,47.2005%;,5.15082%;,54.3777%;
"Domaine Raspail-Ay
Gigondas 2019",2019,$61.17,66.013%;,50.1916%;,7.43884%;,52.5064%;
"Domaine du Vieux Lazaret
Châteauneuf-du-Pape 2020",2020,$64.99,83.9381%;,37.9986%;,7.38732%;,45.3013%;
"Château de Saint Cosme
Gigondas Hominis Fides 2020",2020,$169.99,64.3479%;,52.7842%;,7.26797%;,55.355%;
"Louis Bernard
Châteauneuf-du-Pape 2020",2020,$64.99,85%;,36.8472%;,5.74764%;,42.7724%;
"M. Chapoutier
Châteauneuf-du-Pape La Bernardine 2019",2019,$68.83,82.6599%;,38.4786%;,7.20969%;,44.5317%;
"Domaine Chante Cigale
Châteauneuf-du-Pape 2021",2021,$49.99,85%;,39.8999%;,6.74783%;,44.6681%;
"Vincent Paris
Granit 30 Cornas 2021",2021,$56.08,85%;,51.6097%;,8.70077%;,56.7274%;
"Cellier des Princes
Le Blason du Prince Châteauneuf-du-Pape 2021",2021,$37.50,84.8209%;,40.5533%;,4.01546%;,45.2808%;
"Clos des Brusquieres
Châteauneuf-du-Pape 2021",2021,$50.25,85%;,39.5602%;,10.4182%;,44.2152%;
"Vignobles Mayard
Clos du Calvaire Châteauneuf-du-Pape 2020",2020,$58.99,85%;,39.8518%;,6.80126%;,45.1785%;
"Château de Saint Cosme
Gigondas 2018",2018,$59.99,66.5193%;,51.9377%;,8.9478%;,54.402%;
"Les Alliés
Châteauneuf-du-Pape 2020",2020,$38.50,83.144%;,42.8094%;,4.51827%;,44.7899%;
"Barton & Guestier
Les Roches Noires Châteauneuf-du-Pape 2021",2021,$59.15,84.9751%;,42.8805%;,6.0828%;,45.7967%;
"Clos Saint Jean
Chateauneuf-du-Pape La Combe Des Fous 2015",2015,$131.24,85%;,43.9023%;,16.0564%;,44.2861%;
"Château Pesquie
Ventoux Artemia 2019",2019,$54.99,66.816%;,48.6745%;,13.5012%;,54.8884%;
"Domaine de la Janasse
Châteauneuf-du-Pape Vieilles Vignes 2020",2020,$130.01,85%;,42.0881%;,17.4804%;,44.0526%;
"Pegau
Cuvée Réservée Châteauneuf-du-Pape Rouge 2019",2019,$99.20,85%;,42.4106%;,12.0861%;,44.4954%;
